Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category,Soil_Fertility_Index,Rainfall_Category_Code,Temperature_Category_Code,Season_Code
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana,Andhra Pradesh,Anantapur,15.527688,80.80532,96.1,Loamy,0.592,0.164,6.54,25.97,East Coast Plains and Hills Region,Low,Drip,Perennial,March,4.76,20.52,7.07,237,0.3797468194199654,0.388185637629298,0.23206750075664553,56.73,0.3431566893559002,Medium,Warm,52.05553087704,1,2,1
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana,Karnataka,Mysuru,15.002154,75.47608,672.9,Alluvial,0.664,0.193,19.03,32.52,Southern Plateau and Hills Region,Low,Drip,Perennial,June,3.72,20.06,6.85,250,0.4319999827200007,0.3559999857600006,0.21199999152000035,58.76,0.2807696208220482,Medium,Warm,54.799116123752015,1,2,1
108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana,Maharashtra,Nagpur,19.825606,76.24228,433.2,Alluvial,0.781,0.443,15.16,25.42,Western Plateau and Hills Region,Low,Drip,Perennial,June,13.18,21.43,8.41,251,0.43027886731956705,0.3505975955937213,0.2191234972460758,60.74,0.3353168607828457,High,Moderate,67.00477003871612,1,2,1
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,Andhra Pradesh,Guntur,15.872648,79.638958,317.1,Alluvial,0.567,0.207,10.3,22.45,East Coast Plains and Hills Region,Medium,Drip,Perennial,July,12.49,18.76,7.7,234,0.4487179295419688,0.3290598149974438,0.22222221272554646,54.7,0.33571395931970704,Medium,Warm,44.16727629556462,1,2,1
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana,Maharashtra,Pune,19.4914,75.070422,417.1,Loamy,1.051,0.176,16.36,36.69,Western Plateau and Hills Region,Low,Drip,Perennial,March,7.67,18.66,8.03,258,0.457364323357972,0.34108525809747064,0.20155037978486903,65.7,0.276893206280217,Medium,Warm,91.52902992217545,1,2,1
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,Andhra Pradesh,Anantapur,16.482836,78.603728,95.0,Alluvial,0.538,0.512,7.75,28.27,East Coast Plains and Hills Region,High,Drip,Perennial,June,6.46,18.77,7.15,242,0.4173553546547374,0.3595041173758629,0.22314048664708733,58.02,0.3152073666510494,Medium,Warm,53.33099257058992,1,2,1
95,75,50,28.08166093,75.26429821,5.623615687,118.2761894,banana,Andhra Pradesh,Chittoor,15.381709,79.425964,61.8,Alluvial,0.791,0.418,11.29,27.34,East Coast Plains and Hills Region,Low,Drip,Perennial,March,5.89,19.52,7.38,220,0.4318181621900835,0.34090907541322385,0.22727271694214923,54.57,0.4041502244928386,High,Warm,52.84307943145147,1,2,1
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana,Gujarat,Junagadh,22.12239,71.879177,223.3,Alluvial,0.525,0.247,11.41,32.75,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,12.41,19.41,7.54,244,0.43442621170384377,0.34836064146062945,0.21721310585192188,56.26,0.3280029638034211,Medium,Warm,44.2709786185625,1,2,1
86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana,Andhra Pradesh,Guntur,15.85774,80.315938,484.5,Alluvial,0.81,0.225,8.73,30.94,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,6.63,20.57,6.64,230,0.3739130272211727,0.41304346030245825,0.21304346899811005,60.34,0.35092341876692906,Medium,Warm,77.48874268101,1,2,1
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana,Maharashtra,Pune,20.084398,75.6982,725.9,Loamy,1.036,0.199,11.48,22.09,Western Plateau and Hills Region,Medium,Drip,Perennial,July,8.06,20.98,7.34,217,0.38248846163647643,0.3640552827624294,0.253456209518147,56.73,0.37185720330504524,Medium,Moderate,65.42905561421834,1,1,1
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,Tamil Nadu,Madurai,11.194068,79.055281,50.5,Loamy,1.032,0.322,7.16,30.91,East Coast Plains and Hills Region,Medium,Drip,Perennial,June,13.6,21.19,7.27,227,0.37444932271148357,0.41850218420695223,0.20704844902870267,61.91,0.4195853986234937,High,Moderate,89.32236065701801,1,1,1
109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana,Tamil Nadu,Coimbatore,11.162341,78.248937,115.7,Loamy,0.787,0.482,6.65,31.96,East Coast Plains and Hills Region,High,Drip,Perennial,February,9.98,20.78,6.99,233,0.46781113872055197,0.33905577943966614,0.1931330389213288,61.01,0.3750840656965445,Medium,Warm,79.22401537930766,1,2,1
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana,Gujarat,Ahmedabad,21.130233,71.565899,256.7,Alluvial,0.489,0.315,22.08,33.14,Gujarat Plains and Hills Region,High,Drip,Perennial,June,8.09,20.27,8.17,221,0.4524886673082051,0.3438913871542359,0.20361990028869228,50.87,0.39697079938185137,Medium,Moderate,32.49507052415312,1,1,1
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana,Karnataka,Mysuru,15.007443,75.4797,650.2,Loamy,0.602,0.287,16.21,31.24,Southern Plateau and Hills Region,Medium,Drip,Perennial,July,7.06,18.43,6.37,251,0.46613543959619763,0.34262946842113673,0.1912350521420298,60.31,0.3343366868971758,High,Warm,59.471227778077505,1,2,1
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana,Tamil Nadu,Salem,11.558553,78.176476,82.2,Loamy,0.953,0.321,14.97,35.04,East Coast Plains and Hills Region,Low,Drip,Perennial,February,8.5,19.21,6.56,261,0.43678159246047543,0.36015324290600603,0.20306512631934384,66.34,0.32814198734248984,High,Moderate,95.84040820870912,1,2,1
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,Gujarat,Ahmedabad,21.616519,70.853248,286.4,Loamy,0.733,0.39,23.73,23.79,Gujarat Plains and Hills Region,Medium,Drip,Perennial,February,7.9,22.34,8.25,238,0.46218485453004815,0.3277310786667614,0.21008402478638552,58.27,0.3653416644198605,Medium,Moderate,60.79101383834399,1,1,1
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,Andhra Pradesh,Krishna,16.237572,79.976538,329.1,Loamy,0.707,0.271,7.21,28.65,East Coast Plains and Hills Region,High,Drip,Perennial,June,13.56,18.08,5.94,212,0.443396205500179,0.33018866367034605,0.22641508365966587,54.65,0.44801804845318643,Medium,Moderate,57.95813028502583,1,1,1
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana,Maharashtra,Nashik,19.222839,76.311704,627.5,Loamy,0.734,0.323,6.71,35.82,Western Plateau and Hills Region,Medium,Drip,Perennial,July,11.83,21.29,8.05,198,0.40404038363432404,0.3585858404754626,0.23737372538516538,52.42,0.4722821124601143,Medium,Warm,54.75626966380349,1,2,1
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,Andhra Pradesh,Chittoor,14.709366,79.824457,468.2,Alluvial,0.58,0.5,11.56,31.02,East Coast Plains and Hills Region,High,Drip,Perennial,February,6.87,20.98,6.76,244,0.46721309560602065,0.32377047853399676,0.20901638487637766,58.91,0.37844341573340795,High,Moderate,57.51581683577998,1,2,1
88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana,Maharashtra,Kolhapur,18.702963,75.95152,357.1,Loamy,0.835,0.305,6.8,36.22,Western Plateau and Hills Region,High,Drip,Perennial,February,8.56,20.2,8.57,211,0.41706159160845535,0.36966822892567636,0.21327013207250559,57.01,0.39897640076586927,Medium,Warm,70.84622679296311,1,2,1
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana,Karnataka,Chikkamagaluru,15.20122,75.25167,661.9,Loamy,0.7,0.287,16.31,29.97,Southern Plateau and Hills Region,High,Drip,Perennial,February,10.29,17.93,6.04,233,0.48068667464864057,0.31330470758348894,0.2060085748494174,56.17,0.3262086476823154,Medium,Warm,52.21631241332915,1,2,1
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,Gujarat,Ahmedabad,23.210813,71.093513,57.9,Loamy,0.914,0.305,14.86,30.93,Gujarat Plains and Hills Region,Medium,Drip,Perennial,March,10.78,21.93,8.19,240,0.48749997968750086,0.3166666534722228,0.19583332517361146,62.22,0.3655883083291846,Medium,Moderate,83.48947469888174,1,1,1
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana,Gujarat,Ahmedabad,22.299373,71.61756,49.6,Alluvial,0.601,0.498,15.63,29.63,Gujarat Plains and Hills Region,High,Drip,Perennial,June,15.79,20.37,8.43,246,0.4512194938528661,0.3536585222090032,0.1951219432877259,56.55,0.3117084899146544,Medium,Moderate,44.03876562837837,1,2,1
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana,Tamil Nadu,Salem,11.574248,79.140615,3.4,Loamy,0.889,0.154,7.13,34.22,East Coast Plains and Hills Region,High,Drip,Perennial,March,6.28,21.42,6.81,219,0.4063926755071838,0.3789954164842276,0.2146118623464903,56.0,0.3808120862796355,Medium,Warm,58.89360738675166,1,2,1
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,Gujarat,Surat,22.124638,72.107741,175.9,Loamy,0.805,0.505,24.71,34.47,Gujarat Plains and Hills Region,High,Drip,Perennial,March,12.07,19.82,7.1,231,0.40259738516894433,0.39393937688574127,0.20346319465527296,59.05,0.38207923581790687,High,Warm,68.57848267836125,1,2,1
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana,Karnataka,Chikkamagaluru,14.785264,76.676297,627.1,Loamy,0.532,0.541,19.38,36.21,Southern Plateau and Hills Region,Medium,Drip,Perennial,March,8.69,17.74,7.13,225,0.4088888707160502,0.3599999840000007,0.23111110083950662,55.33,0.3716358462341604,Medium,Warm,49.95372032801151,1,2,1
105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana,Tamil Nadu,Coimbatore,10.563807,79.079111,141.4,Loamy,1.062,0.495,6.0,35.5,East Coast Plains and Hills Region,High,Drip,Perennial,March,11.25,22.3,6.28,224,0.4687499790736616,0.33035712810905676,0.20089284817442643,61.45,0.45116934812672194,High,Moderate,89.33777674488451,1,1,1
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,banana,Andhra Pradesh,Krishna,16.416893,80.204334,244.9,Alluvial,0.55,0.117,8.94,27.5,East Coast Plains and Hills Region,High,Drip,Perennial,June,12.15,18.87,6.43,221,0.4615384406543692,0.32126695378882564,0.21719456030793843,51.93,0.381148734803502,Medium,Warm,38.4857890044375,1,2,1
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana,Gujarat,Surat,23.32133,72.307991,134.8,Loamy,0.747,0.152,10.42,28.63,Gujarat Plains and Hills Region,Medium,Drip,Perennial,February,10.33,19.42,8.62,236,0.39830506786842934,0.38559320400028796,0.21610168575840313,56.72,0.31393790163957624,Medium,Warm,52.8724030846635,1,2,1
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana,Andhra Pradesh,Guntur,15.308775,79.942227,16.7,Loamy,0.77,0.45,6.58,32.4,East Coast Plains and Hills Region,Medium,Drip,Perennial,July,11.04,20.15,7.32,234,0.4957264745416036,0.30341879045218845,0.200854692271167,60.56,0.36239601937777305,Medium,Warm,77.04725180658916,1,2,1
117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana,Andhra Pradesh,Chittoor,16.065998,80.308863,287.2,Alluvial,0.402,0.251,13.09,34.81,East Coast Plains and Hills Region,Medium,Drip,Perennial,March,9.6,21.72,6.51,245,0.47755100091628566,0.3224489664306544,0.19999999183673503,56.22,0.3794802953669877,High,Moderate,38.198389777787995,1,1,1
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana,Gujarat,Rajkot,23.13258,71.889765,171.2,Alluvial,0.518,0.311,21.75,34.39,Gujarat Plains and Hills Region,Medium,Drip,Perennial,March,11.22,19.86,8.2,246,0.48373981773415375,0.2926829149315888,0.22357722668385258,57.7,0.3912427928349152,High,Moderate,50.32351926218109,1,1,1
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,banana,Maharashtra,Pune,20.686185,75.788934,722.0,Alluvial,0.569,0.393,13.18,32.73,Western Plateau and Hills Region,Medium,Drip,Perennial,June,11.43,20.25,8.02,225,0.4399999804444453,0.324444430024692,0.2355555450864202,53.28,0.43487233570251677,High,Moderate,43.52132849740274,1,2,1
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana,Andhra Pradesh,Chittoor,16.023342,80.159712,279.2,Alluvial,0.557,0.175,9.32,31.63,East Coast Plains and Hills Region,Medium,Drip,Perennial,March,7.88,20.13,5.8,227,0.40088103960876476,0.3700440365619367,0.229074879776437,55.82,0.37895816768229196,High,Warm,51.792939685305996,1,2,1
80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana,Tamil Nadu,Coimbatore,11.119288,79.066026,438.4,Alluvial,0.793,0.268,10.62,28.66,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,4.82,21.5,6.32,217,0.36866357748094114,0.41474652466605877,0.2165898517700529,56.86,0.4001516423199742,Medium,Moderate,65.47627668339875,1,2,1
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana,Gujarat,Rajkot,22.512224,71.643645,239.4,Loamy,0.774,0.379,17.64,29.73,Gujarat Plains and Hills Region,Medium,Drip,Perennial,February,12.29,19.26,6.93,219,0.4611871935530962,0.3196346886011558,0.21917807218364968,56.01,0.4639382503777248,High,Moderate,61.42412607980251,1,1,1
108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana,Tamil Nadu,Coimbatore,10.576084,78.318904,153.9,Loamy,0.719,0.188,13.27,23.89,East Coast Plains and Hills Region,High,Drip,Perennial,July,7.85,19.87,6.41,250,0.4319999827200007,0.3559999857600006,0.21199999152000035,59.95,0.30581335346085226,High,Warm,61.91562778905076,1,2,1
100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana,Andhra Pradesh,Guntur,16.442293,80.46085,7.5,Alluvial,0.424,0.543,14.15,23.9,East Coast Plains and Hills Region,High,Drip,Perennial,July,4.9,21.28,7.15,232,0.43103446417954894,0.34482757134363917,0.22413792137336547,53.41,0.38460703325293194,Medium,Warm,35.85701251227599,1,2,1
109,91,53,29.66727337,83.51014178,6.010095853,110.2511102,banana,Andhra Pradesh,Krishna,16.175462,79.879398,430.6,Loamy,0.905,0.523,6.93,35.15,East Coast Plains and Hills Region,High,Drip,Perennial,March,11.87,21.76,6.98,253,0.43083002249683705,0.359683780249653,0.20948615772781984,63.47,0.2940639684806266,Medium,Warm,82.15752901523418,1,2,1
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana,Tamil Nadu,Coimbatore,10.905876,78.474512,226.9,Alluvial,0.594,0.338,5.61,33.13,East Coast Plains and Hills Region,Medium,Drip,Perennial,March,8.77,19.26,6.32,206,0.39805823310396926,0.37864075831840976,0.223300960033934,50.2,0.4339688802626038,Medium,Moderate,38.78511185587499,1,1,1
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana,Andhra Pradesh,Guntur,14.711355,80.15263,310.0,Loamy,0.508,0.46,13.76,31.63,East Coast Plains and Hills Region,Low,Drip,Perennial,February,8.02,17.69,7.67,231,0.45887443900976455,0.3030302899121087,0.23809522778808537,52.79,0.41100408123305243,High,Moderate,37.892646519821675,1,1,1
90,86,52,25.85036988,81.95580471,5.793260262,119.0856171,banana,Gujarat,Junagadh,22.353298,71.874407,279.5,Alluvial,0.419,0.472,22.97,20.16,Gujarat Plains and Hills Region,High,Drip,Perennial,March,13.76,22.46,7.91,228,0.39473682479224453,0.3771929659125892,0.22807016543551906,51.5,0.40032584754284906,High,Moderate,30.9882526053405,1,1,1
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana,Andhra Pradesh,Chittoor,15.50761,79.546436,372.3,Alluvial,0.865,0.342,13.16,23.41,East Coast Plains and Hills Region,Medium,Drip,Perennial,June,9.84,19.63,6.82,228,0.3640350717528477,0.41666664839181367,0.2192982359956914,56.51,0.3392640958063262,Medium,Moderate,55.54972292065625,1,2,1
119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana,Tamil Nadu,Salem,11.160896,78.470073,335.7,Alluvial,0.795,0.332,9.9,26.06,East Coast Plains and Hills Region,Low,Drip,Perennial,July,12.38,18.37,7.9,257,0.4630350014383268,0.3501945389029363,0.18677042074823266,62.97,0.3087907053365229,High,Warm,73.3034272337625,1,2,1
107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana,Tamil Nadu,Salem,9.295644,78.891259,248.0,Loamy,1.024,0.208,5.69,22.93,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,14.5,21.77,6.28,224,0.47767855010363613,0.32142855707908224,0.20089284817442643,59.59,0.3688628244864795,Medium,Warm,76.13902113425067,1,2,1
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana,Gujarat,Rajkot,22.433949,71.166625,125.2,Loamy,0.561,0.536,12.97,32.83,Gujarat Plains and Hills Region,High,Drip,Perennial,June,10.82,18.82,6.79,252,0.46031744205089514,0.32142855867346987,0.21825395959309685,58.03,0.31764105743753657,Medium,Moderate,49.236082576944995,1,2,1
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,banana,Tamil Nadu,Coimbatore,12.205622,79.276782,334.6,Alluvial,0.891,0.411,9.29,28.79,East Coast Plains and Hills Region,Low,Drip,Perennial,July,13.31,21.81,8.21,226,0.44690263509280376,0.33185839239564635,0.22123892826376423,59.71,0.430866835453597,Medium,Moderate,79.31494624786426,1,2,1
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,banana,Maharashtra,Nagpur,19.13722,76.357092,562.1,Loamy,1.1,0.2,17.02,26.53,Western Plateau and Hills Region,High,Drip,Perennial,March,11.22,20.59,7.51,224,0.4151785528938146,0.36160712671396755,0.22321427574936267,61.3,0.3885295631935274,Medium,Warm,88.92127926412499,1,2,1
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,banana,Andhra Pradesh,Chittoor,15.969103,79.39927,247.0,Alluvial,0.855,0.23,6.04,28.41,East Coast Plains and Hills Region,High,Drip,Perennial,February,5.24,21.91,5.97,215,0.4418604445646305,0.34883719307733985,0.2093023158464039,55.84,0.40716611018657567,Medium,Warm,61.42194925897499,1,2,1
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana,Tamil Nadu,Thanjavur,11.283204,78.684073,297.7,Alluvial,0.558,0.225,8.44,22.64,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,11.24,21.23,6.71,233,0.45922744810182625,0.3047210169647632,0.23605149201495743,55.35,0.38490337217635756,High,Warm,48.499033779514505,1,2,1
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana,Andhra Pradesh,Chittoor,15.80251,80.553384,309.2,Alluvial,0.746,0.595,10.32,21.57,East Coast Plains and Hills Region,High,Drip,Perennial,June,12.15,21.28,6.06,224,0.37053569774394207,0.41964283840880184,0.20982141920440092,58.6,0.3714284727214785,High,Warm,69.68495010089251,1,2,1
102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana,Tamil Nadu,Coimbatore,10.702148,79.487446,273.9,Loamy,0.877,0.332,6.37,23.11,East Coast Plains and Hills Region,Medium,Drip,Perennial,June,8.03,20.34,7.1,229,0.4454148277111429,0.318777278656014,0.2358078499647227,57.46,0.397793159371136,High,Moderate,64.02661019947577,1,2,1
86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana,Tamil Nadu,Madurai,11.963685,78.948597,292.3,Loamy,0.54,0.214,14.31,31.71,East Coast Plains and Hills Region,High,Drip,Perennial,July,5.74,19.36,5.89,210,0.40952379002267664,0.3761904582766448,0.21428570408163314,50.55,0.4112540329599436,Medium,Warm,37.176469778699996,1,2,1
117,86,53,25.19640218,83.55829874,5.703381728,115.8586081,banana,Gujarat,Junagadh,22.613581,71.423385,215.4,Loamy,0.837,0.21,13.03,33.72,Gujarat Plains and Hills Region,Medium,Drip,Perennial,July,9.59,22.71,7.12,256,0.4570312321472175,0.33593748687744196,0.20703124191284214,61.74,0.3153619261529142,High,Moderate,68.00599992113999,1,1,1
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana,Andhra Pradesh,Anantapur,16.138805,79.808102,128.7,Loamy,0.699,0.537,11.54,30.28,East Coast Plains and Hills Region,High,Drip,Perennial,June,11.7,19.88,7.08,243,0.4567901046588434,0.3251028672797174,0.21810698690917749,59.55,0.370237844604396,High,Warm,65.19925626627,1,2,1
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Tamil Nadu,Thanjavur,10.826284,78.3826,359.6,Loamy,1.072,0.379,11.35,22.09,East Coast Plains and Hills Region,Low,Drip,Perennial,February,8.26,20.59,5.91,219,0.43378993453014,0.3378995279497932,0.2283104918579684,59.88,0.44947541512671196,Medium,Moderate,84.05668879088002,1,1,1
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana,Maharashtra,Pune,19.158935,75.261573,450.0,Alluvial,0.553,0.534,10.8,23.33,Western Plateau and Hills Region,High,Drip,Perennial,March,12.32,18.8,7.44,221,0.4117646872504666,0.3393665004811538,0.2488687670195128,53.68,0.42972397275131446,Medium,Warm,47.12312309730025,1,2,1
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana,Karnataka,Belagavi,15.157373,77.211224,335.6,Alluvial,0.844,0.469,6.08,25.23,Southern Plateau and Hills Region,Low,Drip,Perennial,February,6.17,17.63,6.56,222,0.4189189000486982,0.37387385703270914,0.20720719787354963,56.58,0.36584240241579796,Medium,Warm,60.4644936520845,1,2,1
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana,Karnataka,Chikkamagaluru,14.915579,75.762125,719.0,Alluvial,0.605,0.169,9.42,20.21,Southern Plateau and Hills Region,High,Drip,Perennial,June,11.43,19.16,7.52,228,0.40350875423207216,0.3728070011926754,0.22368420071560524,53.89,0.34538357224277166,Medium,Warm,43.83309178772333,1,2,1
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana,Gujarat,Junagadh,23.300024,71.087935,59.0,Alluvial,0.588,0.115,13.54,30.39,Gujarat Plains and Hills Region,Low,Drip,Perennial,March,11.67,18.92,7.9,238,0.4369747715556819,0.3361344396582168,0.22689074676929635,55.81,0.3630668233765921,Medium,Warm,47.67993299765499,1,2,1
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana,Gujarat,Rajkot,22.711234,70.875629,160.4,Alluvial,0.857,0.188,8.28,23.72,Gujarat Plains and Hills Region,Medium,Drip,Perennial,July,12.83,21.98,7.26,226,0.45575219222335434,0.3185840566998205,0.22566370682903952,58.54,0.4285722360238478,Medium,Moderate,72.49480479863185,1,2,1
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana,Maharashtra,Pune,19.460518,75.718707,478.7,Alluvial,0.818,0.569,13.81,25.27,Western Plateau and Hills Region,Medium,Drip,Perennial,June,10.98,18.98,7.43,212,0.43396224368102626,0.3537735682182279,0.21226414093093673,54.12,0.3742405981998908,Medium,Warm,53.95274574574735,1,2,1
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana,Andhra Pradesh,Anantapur,16.294683,80.10244,486.9,Loamy,0.953,0.254,9.95,31.23,East Coast Plains and Hills Region,High,Drip,Perennial,July,9.65,18.9,6.32,227,0.4096916119078585,0.37444932271148357,0.2158590213277964,58.42,0.37724848615150225,High,Warm,67.43843895465976,1,2,1
120,87,52,28.0764455,76.05522115,5.905494703,118.9923573,banana,Gujarat,Ahmedabad,22.863015,71.666775,6.5,Alluvial,0.883,0.508,10.89,25.02,Gujarat Plains and Hills Region,Medium,Drip,Perennial,June,14.6,21.28,8.82,259,0.4633204454316431,0.33590732293794123,0.20077219302037866,63.86,0.3095927430145813,High,Warm,79.38643687524386,1,2,1
108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana,Maharashtra,Kolhapur,19.540309,75.689291,626.4,Loamy,0.804,0.461,12.5,22.11,Western Plateau and Hills Region,Medium,Drip,Perennial,February,11.95,18.94,7.38,226,0.4778760850497307,0.3185840566998205,0.2035398140026631,58.26,0.39965243380668164,Medium,Moderate,68.746152348651,1,1,1
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana,Tamil Nadu,Thanjavur,11.06626,78.914356,319.6,Loamy,0.758,0.5,13.43,36.82,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,7.76,18.07,7.08,247,0.425101197364324,0.3562752892196239,0.21862347293022377,60.36,0.3538255268462146,High,Moderate,67.3450386475815,1,1,1
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana,Tamil Nadu,Salem,10.756442,79.35297,356.3,Loamy,1.098,0.517,14.06,26.28,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,10.35,20.12,6.71,227,0.4317180426555928,0.3480176058142024,0.22026430747734327,63.56,0.37545367606151114,Medium,Moderate,104.63389091913899,1,1,1
111,88,55,29.44795403,78.34971537,5.505393833,96.45042585,banana,Karnataka,Belagavi,14.209024,75.339788,729.8,Alluvial,0.433,0.362,15.21,27.68,Southern Plateau and Hills Region,Low,Drip,Perennial,June,8.38,19.79,6.24,254,0.4370078568107143,0.3464566792733591,0.21653542454584943,54.84,0.2579643628121821,Medium,Warm,31.585704892437384,1,2,1
97,74,45,26.47522633,78.51833782,5.677719902,113.1161095,banana,Gujarat,Junagadh,23.084635,71.592757,151.1,Loamy,0.9,0.523,24.91,35.94,Gujarat Plains and Hills Region,Low,Drip,Perennial,July,13.1,18.91,8.5,216,0.44907405328360867,0.34259257673182514,0.20833332368827204,55.97,0.43803374568135933,High,Moderate,60.840049762125,1,2,1
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,Gujarat,Surat,21.915162,71.843826,163.6,Loamy,0.808,0.512,12.23,22.19,Gujarat Plains and Hills Region,Medium,Drip,Perennial,July,13.54,21.62,8.38,225,0.42222220345679096,0.3644444282469143,0.21333332385185227,56.27,0.35539826731981083,Medium,Warm,57.52426523150999,1,2,1
89,91,55,25.08347445,80.261731,6.275572298,94.32961456,banana,Gujarat,Rajkot,22.877431,71.773056,220.6,Loamy,0.739,0.406,8.34,23.56,Gujarat Plains and Hills Region,High,Drip,Perennial,March,11.55,20.25,8.29,235,0.3787233881394303,0.38723402607514784,0.2340425432322322,58.99,0.3454580878631951,Medium,Moderate,67.8588106253445,1,1,1
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana,Andhra Pradesh,Krishna,16.204226,79.76187,200.4,Loamy,0.695,0.287,8.9,29.22,East Coast Plains and Hills Region,High,Drip,Perennial,February,9.62,19.34,7.27,229,0.3886462712381541,0.3711790230926191,0.24017466200110646,57.32,0.36830223446876237,Medium,Moderate,62.367517760301666,1,2,1
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,banana,Tamil Nadu,Coimbatore,11.825996,79.499144,65.5,Loamy,0.923,0.52,14.3,34.14,East Coast Plains and Hills Region,Medium,Drip,Perennial,February,7.9,20.32,6.57,257,0.45914395100607197,0.3424124380384266,0.1984435720449972,65.42,0.3202362329653943,Medium,Moderate,92.37689550450723,1,1,1
